MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
41140,2/25/2011,2/25/2011,Male,6,dongguan,guangdong,CN,56,3/31/2014,65,85121,24631,38365,74458,03-07-2014,25,11.03125,53,3,1.246913025,95706,10
41700,4/18/2012,05-08-2012,Male,5,,beijing,CN,48,3/31/2014,45,88829,45304,35159,74389,3/27/2014,5,15.65909091,87,0,1.247410235,91289,0
55140,2/26/2007,5/14/2007,Male,6,shenzhen,guangdong,CN,41,3/31/2014,118,71089,46759,43372,137477,3/30/2014,2,5.846153846,30,0,0.67473221,83722,4
21169,05-07-2008,05-07-2008,Male,5,guangzhou,guangdong,CN,56,3/31/2014,75,79457,35356,47383,127816,3/21/2014,11,9.527027027,71,0,0.725720724,89559,4
18371,5/20/2011,10/21/2011,Male,5,zhuhai,guangdong,CN,37,3/31/2014,56,84783,31523,52100,117444,3/31/2014,1,12.74545455,89,7,0.789488352,94736,30
10111,03-12-2007,10/24/2009,Male,5,guangzhou,guangdong,CN,53,3/31/2014,73,76050,33056,43434,128233,3/26/2014,6,9.930555556,115,0,0.720501275,83227,0
22929,10/17/2010,10/17/2010,Male,5,guangzhou,guangdong,CN,52,3/31/2014,66,84262,63457,30804,82682,3/15/2014,17,10.8,76,1,1.116894004,93530,9
59441,07-02-2011,07-09-2011,Male,5,aubervilliers,aubervilliers,FR,45,3/31/2014,21,68432,17960,29965,139888,3/26/2014,6,36.15,126,2,0.660121097,71428,2
12479,7/21/2008,7/28/2008,Male,5,guangzhou,guangdong,CN,54,3/31/2014,78,84166,40527,42564,114244,3/28/2014,4,9.220779221,40,6,0.807724519,100622,35
39109,06-01-2008,10-02-2009,Male,6,panjin,liaoning,CN,60,3/31/2014,90,79135,43733,34312,122350,3/30/2014,2,8.179775281,57,0,0.753979567,89159,4
29044,11-04-2004,11-04-2004,Female,5,beijing,beijing,CN,46,3/31/2014,80,82097,31743,33066,120362,3/24/2014,8,9.151898734,33,4,0.766244247,107309,11
15284,2/22/2012,2/22/2012,Male,4,MARSEILLE,MARSEILLE,FR,43,3/31/2014,20,84692,21750,24054,121103,01-07-2014,85,32.89473684,120,1,0.761441087,87682,1
2047,01-04-2005,2/28/2005,Female,4,beijing,beijing,CN,34,3/31/2014,80,91750,44686,36066,117968,03-01-2014,31,8.82278481,57,3,0.781219907,108712,12
2051,1/18/2005,6/26/2005,Male,5,guangzhou,guangdong,CN,38,3/31/2014,95,87816,69840,23980,104659,2/27/2014,34,7.393617021,150,2,0.87833354,97837,9
35700,10/25/2006,10/25/2006,Male,6,changchun,jilin,CN,59,3/31/2014,99,80399,30567,44903,117708,3/30/2014,2,7.387755102,56,1,0.780552044,89168,3
53997,3/14/2007,3/14/2007,Male,6,wulumuqishi,xinjiang,CN,57,3/31/2014,90,76505,25377,32209,128188,3/15/2014,17,7.943820225,36,0,0.716619964,97748,10
56624,07-01-2007,07-01-2007,Male,5,shenzhen,guangdong,CN,49,3/31/2014,33,88054,46160,31792,63453,3/31/2014,1,22.6875,78,3,1.447113927,94159,8
29198,06-01-2005,7/22/2005,Male,5,guangzhoushi,guangdong,CN,49,3/31/2014,73,84259,56546,29761,110537,3/20/2014,12,9.833333333,84,1,0.830436144,89866,6
9658,5/23/2006,06-07-2006,Male,6,guangzhou,guangdong,CN,40,3/31/2014,127,75080,45789,46840,124500,3/14/2014,18,5.658730159,47,8,0.737284819,90456,16
14574,07-03-2011,07-03-2011,Male,4,guangzhou,guangdong,CN,31,3/31/2014,83,85150,71675,4471,114627,10/26/2013,158,6.951219512,132,1,0.800316069,87371,4
60068,12/25/2011,12/25/2011,Male,6,beijing,beijing,CN,48,3/31/2014,27,98430,127812,23324,90731,3/24/2014,8,26.65384615,118,0,1.010241814,98430,0
3881,3/25/2010,3/25/2010,Male,5,guangzhou,guangdong,CN,33,3/31/2014,97,67595,33392,47154,149015,3/31/2014,1,7.364583333,71,3,0.614937825,88729,20
27827,06-01-2006,11-02-2006,Male,6,,beijing,CN,38,3/31/2014,77,90946,34515,45288,104572,3/25/2014,7,9.513157895,37,6,0.875997495,106708,18
10329,12/20/2009,2/17/2010,Male,4,VICTORIA,,AU,42,3/31/2014,19,110137,48328,42928,86805,1/27/2014,65,31.83333333,172,0,1.053728357,110137,0
999,1/14/2007,09-05-2007,Male,4,CHINO,california,US,38,3/31/2014,13,77676,20184,16321,125853,2/20/2014,41,37.08333333,123,1,0.72670131,77676,1
2115,3/17/2005,3/17/2005,Male,6,shantou,guangdong,CN,54,3/31/2014,139,87275,38932,60736,129859,3/31/2014,1,5.289855072,56,4,0.703798197,159864,60
47309,07-08-2005,8/16/2005,Male,6,guangzhou,guangdong,CN,35,3/31/2014,86,85784,43248,40203,113677,3/26/2014,6,8.494117647,39,1,0.803908618,102405,9
20305,5/23/2005,7/14/2005,Male,5,guangzhou,guangdong,CN,57,3/31/2014,82,74617,42963,39863,123788,3/30/2014,2,8.913580247,47,1,0.737626911,114156,43
62894,06-05-2006,9/29/2006,Male,6,wulumuqishi,xinjiang,CN,45,3/31/2014,41,82455,20890,82402,91797,03-01-2014,31,16.6,58,4,0.9943289,91678,6
40362,11-11-2009,11-11-2009,Male,5,guangzhoushi,guangdong,CN,34,3/31/2014,72,84990,52687,29612,120888,3/30/2014,2,10.26760563,80,4,0.755011912,97737,27
29121,3/19/2005,3/19/2005,Male,5,guangzhou,guangdong,CN,41,3/31/2014,82,81870,46161,39537,116502,3/21/2014,11,8.839506173,88,5,0.782969391,87386,10
52991,3/24/2012,3/24/2012,Male,6,.,beijing,CN,46,3/31/2014,83,86575,27915,63332,66764,3/28/2014,4,8.682926829,53,0,1.36549308,99347,4
26669,12/22/2005,12/22/2005,Male,5,changchun,jilin,CN,47,3/31/2014,92,85521,43780,40119,103985,3/18/2014,14,7.879120879,34,4,0.875138818,98478,8
44965,06-12-2006,7/17/2006,Male,5,wulumuqi,xinjiang,CN,40,3/31/2014,49,82797,52850,26898,98732,03-07-2014,25,14.625,98,6,0.920499534,88756,10
56097,11-11-2004,5/16/2005,Male,5,guangzhoushi,guangdongsheng,CN,47,3/31/2014,74,82236,43299,38307,126274,3/22/2014,10,9.876712329,37,2,0.719323851,96875,14
40749,6/14/2010,6/14/2010,Male,6,guangzhoushi,guangdongsheng,CN,35,3/31/2014,78,85982,45116,40420,106195,3/28/2014,4,9.337662338,41,0,0.854748717,100735,37
11607,9/24/2007,9/24/2007,Male,6,.,beijing,CN,47,3/31/2014,49,77850,30447,42548,105720,3/23/2014,9,14.5,39,1,0.858548997,86781,5
4317,09-08-2009,12-11-2009,Male,5,guangzhou,guangdong,CN,48,3/31/2014,44,87996,25290,56885,69154,03-03-2014,29,16.3255814,159,7,1.311839518,94472,9
19249,03-01-2007,3/21/2007,Male,4,SYDNEY,N.S.W,AU,40,3/31/2014,26,96979,36675,42833,103395,3/19/2014,13,28.16,101,4,0.875781421,111388,7
47093,11-11-2004,11/20/2004,Male,6,guangzhoushi,guangdongsheng,CN,41,3/31/2014,85,87699,45311,39265,124022,3/30/2014,2,8.583333333,53,6,0.729566125,116008,43
13888,11-09-2010,11-09-2010,Male,6,.,beijing,CN,54,3/31/2014,49,85341,33945,42131,62116,3/27/2014,5,15.10416667,91,3,1.454720362,97225,9
20402,8/28/2005,8/28/2005,Male,6,guangzhou,guangdong,CN,40,3/31/2014,69,93840,33234,49105,105755,3/27/2014,5,10.54411765,57,5,0.854199991,109012,21
5910,11-11-2012,11/13/2012,Male,5,Toyama-shi,Toyama-ken,JP,61,3/31/2014,53,62181,14142,114790,114734,3/24/2014,8,9.557692308,72,1,0.787266634,70768,1
30564,10-09-2008,05-05-2010,Female,4,ROSEMEAD,CA,US,54,3/31/2014,11,79092,13870,17300,134552,1/25/2014,67,62.6,172,0,0.670909091,79092,0
30096,3/30/2006,04-05-2006,Male,6,wulumuqi,xinjiang,CN,50,3/31/2014,55,87271,37547,34466,117957,3/22/2014,10,13.11111111,66,6,0.76517731,107978,15
20157,12/22/2004,04-06-2005,Male,6,,beijing,CN,62,3/31/2014,39,87513,30572,45001,63230,3/18/2014,14,18.76315789,85,3,1.427421952,93590,7
30771,11-06-2008,01-03-2009,Male,4,guangzhoushi,guangdong,CN,38,3/31/2014,18,60079,18272,21558,124386,2/27/2014,34,40.52941176,166,6,0.725114241,60079,6
31028,4/18/2009,6/14/2009,Female,4,wulumuqi,xinjiang,CN,32,3/31/2014,63,80682,25409,27627,137264,03-10-2014,22,11.41935484,57,1,0.656078433,95136,15
31495,01-02-2010,10/21/2010,Male,4,beijing,beijing,CN,40,3/31/2014,23,65534,34000,5490,169931,10-03-2013,181,24.95454545,180,0,0.529890073,65534,2
14282,07-10-2011,7/29/2011,Male,5,zhuzhou,hunan,CN,34,3/31/2014,55,77563,35707,34403,103869,3/19/2014,13,12.85185185,66,0,0.866817337,80677,0
14969,04-01-2012,04-06-2012,Male,4,YOKOSUKA-SHI,KANAGAWA-KEN,JP,51,3/31/2014,36,93670,48148,32300,112436,03-08-2014,24,20.05714286,78,4,0.799957309,115585,13
9594,3/23/2006,04-10-2006,Male,6,guangzhou,guangdong,CN,47,3/31/2014,43,85066,61296,30554,69158,3/24/2014,8,16.95238095,163,0,1.299686515,91653,3
21740,03-01-2010,3/26/2010,Male,4,.,.,JP,46,3/31/2014,59,87148,80392,7443,78595,3/30/2014,2,12.06896552,69,5,1.142706025,88924,6
59729,04-01-2012,04-01-2012,Male,5,beijing,beijing,CN,35,3/31/2014,69,90389,31880,44700,98267,3/28/2014,4,10.69117647,42,6,0.913754872,95535,10
46647,9/13/2011,03-08-2012,Male,4,wulumuqishi,xinjiang,CN,36,3/31/2014,77,62110,32248,24637,149556,03-05-2014,27,8.973684211,51,7,0.600361671,68530,9
57726,9/20/2008,05-01-2011,Male,6,guangzhoushi,guangdong,CN,30,3/31/2014,75,92712,33200,47744,113205,03-11-2014,21,9.581081081,66,3,0.793122565,136426,77
11321,9/23/2005,12-07-2005,Male,5,zhanjiang,guangdong,CN,53,3/31/2014,89,89556,38199,54308,98446,3/18/2014,14,8.090909091,64,15,0.911670561,99856,18
59560,4/28/2011,7/29/2011,Male,5,guangzhou,guangdong,CN,47,3/31/2014,51,88407,39570,52081,71594,3/31/2014,1,14.1,89,2,1.251371344,94032,3
56492,07-01-2007,7/18/2007,Male,5,kunming,yunnan,CN,49,3/31/2014,15,102707,29925,23227,84976,1/27/2014,65,43.78571429,247,4,1.053199256,186468,40
18022,05-09-2006,9/15/2006,Male,6,beijing,.beijing,CN,50,3/31/2014,51,73460,38772,33762,121900,3/22/2014,10,14.4,53,1,0.733716489,86144,5
11183,5/29/2005,5/29/2005,Male,6,zhuhai,guangdong,CN,43,3/31/2014,63,83588,43871,36228,84110,3/19/2014,13,11.4516129,84,6,1.062971704,146263,105
11243,7/19/2005,12/14/2005,Male,5,guangzhou,guangdong,CN,39,3/31/2014,67,84017,38719,40559,114895,3/29/2014,3,11.03030303,51,4,0.77813186,91186,8
11191,06-12-2005,08-08-2005,Male,4,guangzhou,guangdong,CN,37,3/31/2014,35,91568,12985,68506,102698,02-03-2014,58,14.61764706,120,2,0.869739722,98090,3
55420,7/31/2009,8/30/2009,Male,4,guangzhoushi,guangdongsheng,CN,36,3/31/2014,31,68328,33815,26035,112940,3/29/2014,3,24.06666667,183,3,0.789749247,83850,33
61982,12-01-2011,12/18/2011,Male,5,shenyang,liaoning,CN,48,3/31/2014,63,68361,33214,43705,131617,3/28/2014,4,11.30645161,75,0,0.677294726,73089,0
20557,05-08-2007,05-09-2007,Male,6,nanning,guangxi,CN,34,3/31/2014,95,82030,15506,43327,112565,3/31/2014,1,7.510638298,33,3,0.791891174,98435,5
8692,12/18/2005,12/18/2005,Male,5,dalian,liaoning,CN,42,3/31/2014,97,74603,22150,40167,111809,3/19/2014,13,7.458333333,69,2,0.795848724,98939,23
37007,1/24/2007,1/18/2008,Male,5,beijing,beijing,CN,54,3/31/2014,67,82465,42645,36618,124788,3/23/2014,9,10.74242424,37,0,0.712584784,86281,2
557,12/25/2005,1/24/2006,Male,6,guangzhou,guangdong,CN,40,3/31/2014,101,78310,42660,41369,119673,3/30/2014,2,7.29,55,3,0.742826118,101850,39
53184,03-07-2010,03-07-2010,Male,5,guangzhou,guangdong,CN,47,3/31/2014,60,69679,28919,44196,131743,03-11-2014,21,11.91525424,86,4,0.673196678,84979,10
23126,01-10-2011,01-12-2011,Female,4,guangzhou,guangdong,FR,40,3/31/2014,12,68332,16850,23700,121632,2/23/2014,38,55.36363636,126,0,0.728333333,68332,0
4672,8/19/2010,8/19/2010,Male,5,,,CN,54,3/31/2014,48,81431,61294,18614,63061,3/29/2014,3,15.38297872,94,3,1.404469958,83537,6
50244,4/20/2011,4/20/2011,Male,6,shanghai,shanghai,CN,55,3/31/2014,52,86632,37062,45694,62006,3/29/2014,3,14.17647059,80,3,1.427972616,99664,8
12524,09-05-2009,03-01-2010,Male,6,,,US,61,3/31/2014,11,96151,76614,11750,80261,3/23/2014,9,67.9,228,1,1.09967805,100443,2
9569,03-06-2006,04-01-2006,Male,5,guangzhou,guangdong,CN,44,3/31/2014,92,77249,41178,41981,108930,3/30/2014,2,8,48,6,0.810163224,109979,40
38541,3/28/2006,3/29/2006,Male,5,,xian,CN,43,3/31/2014,67,73908,42884,33682,116848,3/31/2014,1,10.77272727,47,1,0.754195707,81736,6
45995,11/23/2006,7/28/2007,Male,6,guangzhou,guangdong,CN,57,3/31/2014,47,83890,23116,56060,68720,3/26/2014,6,15.73913043,76,6,1.280616269,92398,7
8525,7/31/2006,7/31/2006,Female,4,shanghai,shanghai,CN,43,3/31/2014,109,67270,3355,5071,144111,2/15/2014,46,6.222222222,43,5,0.61047623,83170,13
9611,4/15/2006,06-03-2006,Male,5,guangzhou,guangdong,CN,48,3/31/2014,82,66726,40816,34615,135759,3/20/2014,12,8.555555556,50,4,0.646682872,77193,8
54785,06-05-2006,6/20/2006,Male,6,guangzhou,guangdong,CN,35,3/31/2014,68,99705,41576,38508,107075,03-11-2014,21,10.44776119,79,4,0.819026757,106925,8
5903,2/20/2012,03-11-2012,Male,6,guangzhou,guangdong,CN,45,3/31/2014,79,82933,28932,53039,113061,3/16/2014,16,8.91025641,55,6,0.775295725,94615,8
15475,4/28/2012,05-09-2012,Male,5,guangzhou,guangdong,CN,40,3/31/2014,74,77369,47441,43115,119277,3/21/2014,11,9.342465753,46,6,0.734588563,82133,6
18844,5/26/2006,7/26/2006,Male,4,beijingshi,beijing,CN,40,3/31/2014,31,82761,41870,33437,59830,12-10-2013,113,20.53333333,80,3,1.463755474,84454,5
5167,5/26/2012,5/26/2012,Male,5,NARA,NARA,JP,48,3/31/2014,34,98122,75096,64434,87326,3/24/2014,8,20.24242424,71,0,1.001857522,128256,8
19179,1/15/2007,1/15/2007,Male,5,guangzhou,guangdong,CN,39,3/31/2014,74,78485,40695,37228,126760,3/29/2014,3,9.863013699,35,4,0.690051909,85451,10
15802,7/27/2012,12-02-2012,Male,6,HENDERSOM,NEVADA,US,61,3/31/2014,7,97706,9800,48800,85624,3/25/2014,7,79.83333333,314,0,1.021428571,101194,0
40135,3/17/2009,3/31/2009,Male,4,SYDNEY,NSW,AU,54,3/31/2014,36,62317,36079,21282,118329,12/30/2013,93,18.14285714,85,3,0.739067177,62317,3
42700,07-11-2012,07-11-2012,Male,6,kunming,yunnan,CN,48,3/31/2014,43,86379,11215,60626,71368,3/23/2014,9,14.78571429,76,4,1.224596738,94678,5
34525,12/31/2009,12/31/2009,Female,6,guangzhoushi,guangdong,CN,34,3/31/2014,106,72711,51475,33531,128750,2/25/2014,36,6.619047619,43,7,0.678582369,85098,11
57559,09-02-2008,09-02-2008,Male,6,guangzhou,guangdong,CN,53,3/31/2014,89,77100,26172,59904,106167,3/29/2014,3,8.272727273,93,0,0.82264602,91456,2
16715,3/27/2010,07-12-2010,Male,4,changchun,jilinsheng,CN,54,3/31/2014,62,78842,36045,35568,89752,12/19/2013,104,9.852459016,82,2,0.972563954,86358,6
40365,10/24/2009,10/24/2009,Male,5,,,HK,56,3/31/2014,36,79172,21274,30986,63184,3/21/2014,11,19.22857143,94,0,1.380619144,84669,2
43846,4/27/2012,4/27/2012,Male,5,Goyang-si,Gyeonggi-do,KR,55,3/31/2014,51,69856,45955,40855,118422,3/20/2014,12,13.86,64,0,0.73627451,82553,14
54645,2/13/2006,04-09-2007,Male,5,guangzhou,guangdong,CN,45,3/31/2014,69,66400,13894,49353,119146,3/27/2014,5,8.279411765,36,4,0.731558088,80026,8
56118,01-11-2005,2/22/2006,Male,5,guangzhoushi,guangdongsheng,CN,45,3/31/2014,84,85593,40360,45603,90564,3/31/2014,1,8.240963855,42,3,0.962312287,93153,12
45566,12/13/2005,01-10-2006,Male,5,guangzhou,guangdong,CN,45,3/31/2014,68,77304,35569,43554,109665,3/27/2014,5,10.70149254,37,2,0.794431222,82659,5
38361,04-02-2007,11-05-2007,Male,4,shamen,fujian,CN,68,3/31/2014,20,76471,19750,36363,113068,3/29/2014,3,37.05263158,173,0,0.769414069,78582,0
156,1/13/2011,1/22/2011,Male,6,guangzhoushi,guangdong,CN,37,3/31/2014,27,85428,41202,16860,106399,01-03-2014,89,23.88461538,77,1,0.816711529,168458,42
29824,10/30/2007,10/30/2007,Female,4,guangzhou,guangdong,CN,49,3/31/2014,64,75379,55829,25645,114718,3/30/2014,2,11.50793651,70,1,0.757229554,84859,15
2149,4/16/2005,5/21/2005,Male,5,guangzhou,guangdong,CN,42,3/31/2014,113,63060,40666,41874,147384,3/25/2014,7,6.392857143,35,5,0.589203374,103861,54
8678,10/19/2007,10/19/2007,Male,6,shenyang,liaoning,CN,61,3/31/2014,40,77392,29655,44664,60149,3/30/2014,2,17.1025641,105,3,1.443029477,84126,5
53581,1/19/2006,1/19/2006,Male,5,beijing,beijing,CN,40,3/31/2014,80,68353,31314,39907,138420,3/30/2014,2,9.189873418,37,3,0.624723523,84105,9
30326,08-06-2008,8/21/2008,Male,5,dalian,liaoning,CN,49,3/31/2014,53,86920,51760,43416,113194,2/20/2014,41,12.94230769,53,1,0.76250826,98920,5
43637,09-01-2009,09-01-2009,Female,6,dalian,liaoning,CN,57,3/31/2014,109,65380,25453,25791,123276,3/31/2014,1,6.759259259,30,2,0.700098478,75280,6
55499,7/18/2010,11/20/2010,Male,5,guangzhoushi,guangdongsheng,CN,35,3/31/2014,70,86843,50055,29206,112890,3/28/2014,4,10.2173913,75,1,0.764457525,95565,6
49298,11/18/2009,01-08-2010,Male,6,.,beijing,CN,41,3/31/2014,35,79786,53857,23024,62808,3/23/2014,9,20.97058824,90,0,1.37325484,84253,4
42157,12/13/2011,2/19/2012,Male,6,beijing,beijing,CN,51,3/31/2014,34,84242,31705,43052,65969,03-03-2014,29,20.3030303,80,0,1.307116221,88211,3
10283,1/14/2009,1/17/2009,Male,5,guangzhou,guangdong,CN,33,3/31/2014,88,72746,46105,35298,110192,03-05-2014,27,8.08045977,55,3,0.782405619,212792,68
19508,10/21/2009,2/24/2010,Male,5,zhengzhoushi,henan,CN,36,3/31/2014,101,76699,40010,38723,104916,3/22/2014,10,7.21,52,7,0.821220119,109822,33
55130,02-01-2007,04-12-2007,Male,4,guangzhou,guangdong,CN,43,3/31/2014,44,59745,38109,26914,123585,3/17/2014,15,16.55813953,83,8,0.697107982,64174,8
29440,06-01-2007,06-01-2007,Male,6,shenyang,liaoning,CN,47,3/31/2014,57,62076,29445,39662,124821,3/31/2014,1,12.5,70,0,0.690196361,65164,0
40177,8/18/2010,8/19/2010,Male,6,nanhai,guangdong,CN,39,3/31/2014,43,84273,26822,54924,70258,3/21/2014,11,16.73809524,92,4,1.225645051,120965,24
49867,11/28/2010,1/19/2011,Male,5,anshan,liaoning,CN,53,3/31/2014,57,72602,24922,43079,101773,3/28/2014,4,12.5,138,5,0.846069291,75853,6
38621,10/25/2007,10/25/2007,Female,5,guangzhou,guangdong,CN,42,3/31/2014,82,74240,46167,33122,121881,3/21/2014,11,8.864197531,49,7,0.705870234,80251,12
40322,9/18/2009,3/22/2010,Male,4,foshan,guangdong,CN,38,3/31/2014,69,84626,71304,6681,94964,03-09-2014,23,10.39705882,213,5,0.903869993,90062,13
58432,2/20/2010,2/20/2010,Female,5,beijing,beijing,CN,43,3/31/2014,63,82596,40053,30967,102801,2/17/2014,44,11.08064516,48,1,0.833366699,91921,11
42627,4/24/2012,4/29/2012,Male,5,LEVALLOIS PERRET,92300,FR,35,3/31/2014,12,89175,85067,12236,84488,8/15/2013,230,43,146,0,1.013213001,89175,0
35314,10/17/2010,5/31/2011,Male,5,kuerle,xinjiang,CN,46,3/31/2014,69,83339,21560,40975,99590,3/15/2014,17,9.367647059,70,1,0.859349031,100125,8
57188,7/17/2007,7/17/2007,Male,6,haerbin,heilongjiang,CN,41,3/31/2014,88,85106,30763,39345,92775,3/28/2014,4,8.356321839,30,0,0.922312153,94601,4
17102,03-03-2012,3/28/2012,Male,5,shenyang,liaoning,CN,51,3/31/2014,59,57908,42397,29713,133334,3/29/2014,3,12.44827586,55,2,0.641461668,61160,2
62873,04-11-2006,4/17/2006,Male,5,hangzhou,zhejiang,CN,42,3/31/2014,40,65896,23893,40819,133403,3/22/2014,10,18.35897436,44,7,0.640861525,75546,10
29484,12/21/2008,12/21/2008,Male,4,SAN MARINO,CA,US,54,3/31/2014,13,68776,20720,14484,113580,01-06-2014,86,50.25,225,1,0.752468392,68776,1
29166,05-05-2005,06-01-2005,Male,6,guangzhou,guangdong,CN,43,3/31/2014,68,73658,34093,40130,119701,3/21/2014,11,10.6119403,71,2,0.712072581,79794,3
36116,11/29/2010,12/16/2010,Female,5,shenyang,liaoning,CN,47,3/31/2014,69,67143,21848,38013,119959,3/29/2014,3,10.67647059,47,2,0.710441151,81026,21
60503,5/20/2012,11/18/2012,Male,5,huizhou,guangdong,CN,39,3/31/2014,38,85151,16013,59150,63749,3/28/2014,4,13.40540541,94,4,1.335886053,100772,11
18790,03-09-2006,04-02-2006,Male,5,guangzhou,guangdong,CN,34,3/31/2014,97,78099,47544,39352,95578,3/14/2014,18,7.322916667,52,5,0.890442047,90497,31
11105,3/31/2005,07-08-2005,Male,4,guangzhoushi,guangdongsheng,US,66,3/31/2014,13,89158,32690,9441,96745,2/27/2014,34,53.75,176,7,0.879156546,89158,7
41035,12/13/2010,12/15/2010,Male,4,shanghai,shanghai,CN,39,3/31/2014,84,71997,21990,54675,124877,3/29/2014,3,8.722891566,98,3,0.680674344,77247,4
21151,3/25/2008,3/25/2008,Male,6,guangzhou,guangdong,CN,61,3/31/2014,33,79726,26685,47767,60566,1/13/2014,79,19.65625,129,0,1.400179804,85646,3
47964,9/24/2007,9/24/2007,Male,6,shanghai,shanghai,CN,50,3/31/2014,61,66095,22830,35085,129994,03-07-2014,25,11.58333333,121,0,0.652295875,80714,7
46252,6/17/2007,08-11-2007,Female,6,guangzhoushi,guangdongsheng,CN,50,3/31/2014,87,77762,35020,46616,114443,3/15/2014,17,8.244186047,47,6,0.740124516,89995,11
39255,10/13/2008,10/13/2008,Male,4,LNUT,,US,57,3/31/2014,17,67763,14119,26023,105518,3/19/2014,13,40.875,85,5,0.80243475,86730,9
44810,1/15/2006,1/15/2006,Male,5,shanghai,shanghai,CN,54,3/31/2014,62,77127,2229,8832,104351,3/29/2014,3,11.67213115,32,2,0.810345085,82506,7
47782,11-06-2007,6/13/2008,Male,5,changshaxian,hunan,CN,48,3/31/2014,79,75639,35447,36970,102926,3/30/2014,2,9.320512821,74,0,0.820983134,82252,2
39078,3/31/2008,3/31/2008,Male,5,nanhai,guangdong,CN,47,3/31/2014,58,75140,41075,35506,94188,01-07-2014,85,11.03508772,80,0,0.896582367,81902,2
11878,12-10-2007,12/19/2007,Male,4,CABRAMATTA,AUS,AU,48,3/31/2014,26,54198,28218,19872,126699,2/13/2014,48,26.12,72,1,0.666378424,54198,1
23577,8/22/2011,09-02-2011,Male,5,shanghai,shanghai,CN,42,3/31/2014,82,62949,3334,11552,120396,3/30/2014,2,8.888888889,40,0,0.700985,69073,3
19053,10/16/2006,03-12-2007,Male,6,dalianshi,liaoning,CN,42,3/31/2014,94,71408,27388,37291,110837,3/25/2014,7,7.698924731,65,8,0.761320588,138707,77
51497,05-12-2012,6/27/2012,Male,4,fanyu,guangdong,CN,50,3/31/2014,43,75879,13556,56755,88958,3/17/2014,15,14.97619048,77,0,0.947841903,79467,1
2155,4/29/2005,6/20/2005,Male,5,。,beijing,CN,64,3/31/2014,49,79640,41465,31161,82626,3/23/2014,9,14.83333333,110,0,1.019422095,82102,2
20561,08-12-2007,08-12-2007,Male,5,GREAT FALLS,VA,US,58,3/31/2014,32,94239,29738,23687,87009,3/21/2014,11,22.74193548,70,3,0.967861715,135820,35
59249,04-01-2011,7/30/2011,Male,5,foshanshi,guangdong,CN,35,3/31/2014,82,73802,34150,44498,119037,3/28/2014,4,8.864197531,38,4,0.706153885,85382,13
31448,08-06-2010,08-06-2010,Female,5,guangzhou,guangdong,CN,33,3/31/2014,62,80411,42770,31981,101808,03-10-2014,22,11.3442623,40,7,0.824876139,89527,14
62033,05-11-2012,05-11-2012,Male,6,beijing,beijing,CN,65,3/31/2014,67,76626,50851,35396,95683,3/14/2014,18,10.1969697,61,0,0.877645872,83899,2
57741,7/14/2009,8/19/2009,Male,6,dalian,liaoning,CN,39,3/31/2014,81,71801,28048,43851,103927,03-02-2014,30,8.65,38,7,0.807743897,122622,114
38207,07-07-2005,08-12-2005,Female,6,guangzhoushi,guangdongsheng,CN,42,3/31/2014,86,77290,51499,29838,105952,3/25/2014,7,8.470588235,46,5,0.791347497,90686,24
37124,04-02-2007,4/16/2007,Female,4,conghua,guangdong,CN,55,3/31/2014,6,90726,16750,69500,73392,12/21/2013,102,85.8,231,0,1.141666667,108171,4
31799,10-06-2010,10-06-2010,Female,5,75003,PARIS,FR,41,3/31/2014,9,89213,18400,30150,91224,1/23/2014,69,66.125,200,0,0.917777778,92059,0
31240,09-10-2009,09-10-2009,Male,6,guangzhou,guangdong,CN,38,3/31/2014,63,85024,41586,34456,102466,3/28/2014,4,11.69354839,80,3,0.81701218,92593,7
2018,11/17/2004,11/17/2004,Male,4,guangzhou,guangdong,CN,49,3/31/2014,38,66734,28934,30217,124410,1/26/2014,66,17.72972973,51,3,0.672776465,70001,12
22701,07-01-2010,07-06-2010,Male,6,shenzhen,guangdong,CN,54,3/31/2014,40,79541,18569,52265,63801,3/30/2014,2,18.38461538,54,2,1.311356405,84043,4
29347,10/20/2005,12-05-2005,Male,6,guangzhou,guangdong,CN,45,3/31/2014,73,69987,31217,43920,120191,3/23/2014,9,8.986111111,38,3,0.695825062,80860,9
1035,2/21/2007,4/19/2007,Male,6,guangzhou,guangdong,CN,44,3/31/2014,71,74666,32479,42783,107032,3/17/2014,15,10.15714286,44,5,0.78021629,94798,39
4331,10/17/2009,11/21/2009,Male,6,shenzhen,guangdong,CN,35,3/31/2014,74,75164,28862,45137,86299,3/31/2014,1,9.876712329,44,4,0.967311788,89831,14
33530,4/20/2012,4/20/2012,Male,4,guangzhou,guangdong,CN,45,3/31/2014,45,72221,46091,28840,83894,12/20/2013,103,13.84090909,103,1,0.995006913,77155,3
55364,5/27/2008,9/16/2008,Male,6,shantou,guangdong,CN,40,3/31/2014,127,69661,22212,62925,131400,3/31/2014,1,5.666666667,55,14,0.635267428,101599,52
